시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 거래량, 거래량(부호),ResQty
151200, 282.1, 282.05, 282.1, 282.05, -0.0500183, 282.203, 0.188351, 282.273, 41, 0, 282, 346, 282.45, 354, 3843, -2819, 371, -371, 0
151300, 282.1, 282.1, 282.15, 282.05, 0, 282.193, 0.187821, 282.271, 41, 0, 282, 346, 282.45, 354, 3990, -2895, 266, 266, 0
151400, 282.1, 282.1, 282.15, 282.1, 0, 282.175, 0.150001, 282.266, 41, 0, 282, 346, 282.45, 354, 3854, -2777, 138, -138, 0
151500, 282.15, 282.15, 282.15, 282.1, 0, 282.165, 0.126886, 282.263, 41, 0, 282, 346, 282.45, 354, 3922, -2773, 44, 44, 0
151600, 282.1, 282.2, 282.25, 282.1, 0.100006, 282.167, 0.127574, 282.258, 41, 0, 282.05, 372, 282.45, 354, 3987, -2748, 760, 760, 0
151700, 282.25, 282.25, 282.25, 282.2, 0, 282.172, 0.132193, 282.256, 41, 0, 282.05, 372, 282.45, 354, 4017, -2721, 246, 246, 0
151800, 282.25, 282.25, 282.3, 282.2, 0, 282.178, 0.135922, 282.255, 41, 0, 282.05, 372, 282.45, 354, 3967, -2715, 372, 0, 0
151900, 282.25, 282.3, 282.35, 282.25, 0.0499878, 282.188, 0.140976, 282.253, 41, 0, 282.05, 372, 282.45, 354, 3834, -2599, 903, 903, 0
152000, 282.3, 282.35, 282.35, 282.25, 0.0500183, 282.2, 0.151657, 282.252, 41, 0, 282.05, 372, 282.45, 354, 3489, -2378, 791, 791, 0
152100, 282.3, 282.3, 282.35, 282.3, 0, 282.208, 0.155801, 282.252, 41, 0, 282.05, 372, 282.45, 354, 3308, -2180, 382, -382, 0
152200, 282.3, 282.4, 282.5, 282.3, 0.100006, 282.217, 0.176843, 282.251, 41, 0, 282.05, 372, 282.45, 354, 2864, -1832, 1406, 1406, 0
152300, 282.4, 282.35, 282.45, 282.3, -0.0499878, 282.225, 0.185739, 282.25, 41, 0, 282.05, 372, 282.45, 354, 2772, -1777, 589, -589, 0
152400, 282.4, 282.35, 282.4, 282.3, -0.0499878, 282.228, 0.190983, 282.25, 41, 0, 282.05, 372, 282.4, 382, 2469, -1503, 434, -434, 0
152500, 282.4, 282.4, 282.45, 282.35, 0, 282.235, 0.205181, 282.251, 41, 0, 282.05, 372, 282.4, 385, 2743, -1527, 935, -935, 0
152600, 282.4, 282.4, 282.45, 282.35, 0, 282.245, 0.216562, 282.25, 41, 0, 282.05, 372, 282.4, 386, 2733, -1507, 652, -652, 0
152700, 282.4, 282.4, 282.4, 282.35, 0, 282.258, 0.221976, 282.248, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 208, 208, 0
152800, 282.35, 282.35, 282.4, 282.35, 0, 282.265, 0.223828, 282.247, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 387, -387, 0
152900, 282.35, 282.3, 282.4, 282.3, -0.0500183, 282.268, 0.224218, 282.247, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 387, -387, 0
153000, 282.3, 282.3, 282.35, 282.2, 0, 282.27, 0.224497, 282.245, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 1343, 1343, 0
153100, 282.3, 282.3, 282.4, 282.3, 0, 282.28, 0.210711, 282.243, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 964, -964, 0
153200, 282.3, 282.3, 282.4, 282.3, 0, 282.293, 0.18241, 282.243, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 1324, -1324, 0
153300, 282.3, 282.25, 282.35, 282.25, -0.0499878, 282.3, 0.161242, 282.241, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 976, -976, 0
153400, 282.3, 282.25, 282.3, 282.25, -0.0499878, 282.307, 0.135184, 282.239, 41, 0, 282.05, 372, 282.4, 387, 2733, -1507, 397, -397, 0
153500, 282.3, 282.45, 282.45, 282.3, 0.150024, 282.323, 0.128356, 282.242, 41, 0, 282.05, 372, 282.45, 395, 2733, -1507, 1187, 1187, 0
154500, 282.4, 282.4, 282.4, 282.4, 0, 282.332, 0.119482, 282.244, 41, 0, 282.05, 372, 282.45, 395, 0, 0, 5882, 0, 0
