시간, 시가, 종가, 고가, 저가, WP, 거래량, 거래량(부호), Width, 5mWidth, 10mWidth, DI+, DI-, 20mLowOpen, 20mSMA, SD, MFI, %D(5), MACD, 외인, 기관, 외인7m, 기관7m, 외인+기관9m, 미결제량, 미결제변화, basis, basis_mean, UpdateHigh, UpdateLow, LR, HR, HF, LF, Min30m, Time, Max30m, Time
90100,292.7,292.8,292.85,292.6,292.762,3211,3211,0.0999756,0,0,0,0,0,292.762,0,0,0,0,175,-469,0,0,0,193972,333,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0
90200,292.75,293.05,293.15,292.75,293,2818,2818,0.299988,0,0,0,0,0,293,0,0,0,0.0205688,504,-427,0,0,0,193977,5,-0.09,-0.095,0,0,0,0,0,0,0,0,0,0
90300,293.05,293.1,293.25,293.05,293.125,2167,2167,0.0500183,0,0,0,0,0,293.125,0,0,0,0.0462341,357,-137,0,0,0,194231,254,0.17,-0.00666667,0,0,0,0,0,0,0,0,0,0
90400,293.05,292.95,293.05,292.75,292.925,2833,-2833,-0.0999756,0,0,0,0,0,292.925,0,0,0,0.0471191,18,-145,0,0,0,194216,-15,-0.08,-0.025,0,0,0,0,0,0,0,0,0,0
90500,293,292.85,293,292.8,292.875,989,-989,-0.149994,0,0,0,0,0,292.875,0,0,0,0.0426331,151,-174,0,0,0,194424,208,0.1,1.49E-09,0,0,0,0,0,0,0,0,0,0
90600,292.8,292.9,293.05,292.75,292.9,1370,1370,0.100006,0,0,0,0,0,292.9,0,0,0,0.0407715,108,-165,0,0,0,194488,64,-0.08,-0.0133333,0,0,0,0,0,0,0,0,0,0
90700,292.85,292.8,292.9,292.7,292.8,1010,-1010,-0.0500183,0,0,0,0,0,292.8,0,0,0,0.0300293,219,-160,0,0,0,194382,-106,-0.02,-0.0142857,0,0,0,0,0,0,0,0,0,0
90800,292.75,292.65,292.8,292.65,292.688,858,-858,-0.100006,0,0,0,0,0,292.688,0,0,0,0.0117798,57,-150,-16,45,0,194395,13,-0.04,-0.0175,0,0,0,0,0,0,0,0,0,0
90900,292.65,292.75,292.8,292.65,292.737,1015,1015,0.100006,0,0,0,0,0,292.737,0,0,0,0.00241089,35,-104,-67,46,0,194478,83,-0.04,-0.02,0,0,0,0,0,0,0,0,0,0
91000,292.75,292.6,292.8,292.55,292.638,930,-930,-0.149994,0,0.100006,0,0,0,292.638,0,0,0,-0.0132141,156,-103,-28,4,347,194408,-70,0,-0.018,0,0,0,0,0,0,0,0,0,0
91100,292.6,292.7,292.7,292.6,292.675,1126,1126,0.100006,0,0.100037,0.173911,0.217392,0,292.675,0,56.2144,0,-0.0213013,317,-187,42,-6,53,194369,-39,-0.05,-0.0209091,0,0,0,0,0,0,0,0,0,0
91200,292.7,292.7,292.8,292.65,292.712,1352,-1352,0,0,-0.199951,0.0975526,0.243904,0,292.712,0,46.1773,0,-0.0236816,132,137,-2,44,49,194678,309,-0.1,-0.0275,0,0,0,0,0,0,0,0,0,0
91300,292.75,292.85,292.9,292.75,292.837,1094,1094,0.100006,0,-0.149963,0.0975541,0.243908,0,292.837,0,41.0214,0,-0.0142212,269,-70,23,13,326,194479,-199,-0.01,-0.0261538,0,0,0,0,0,0,0,0,0,0
91400,292.85,292.8,292.85,292.75,292.8,370,-370,-0.0500183,0,-0.100006,0.111104,0.111121,0,292.8,0,52.5586,0,-0.0101929,316,-79,13,11,260,194364,-115,-0.06,-0.0285714,0,0,0,0,0,0,0,0,0,0
91500,292.8,292.7,292.8,292.7,292.725,641,-641,-0.0999756,0,-0.0499878,0.117642,0.147066,0,292.725,0,54.7354,36.5744,-0.0135193,325,-51,38,14,331,194309,-55,-0.12,-0.0346667,0,0,0,0,0,0,0,0,0,0
91600,292.75,292.6,292.8,292.55,292.638,709,-709,-0.149994,0,-0.299988,0.121206,0.242449,0,292.638,0,41.728,35.1462,-0.0233154,136,-34,14,10,43,194390,81,0.04,-0.03,0,0,0,0,0,0,0,0,0,0
91700,292.6,292.6,292.6,292.5,292.575,812,812,0,0,-0.249969,0.129024,0.258087,0,292.575,0,47.98,35.8602,-0.035614,-46,-38,-28,9,9,194352,-38,0.18,-0.0176471,0,0,0,0,0,0,0,0,0,0
91800,292.6,292.55,292.6,292.5,292.55,1107,-1107,-0.0500183,0,-0.199982,0.133324,0.233342,0,292.55,0,46.2752,26.3589,-0.0462952,-22,-36,-48,21,11,194347,-5,0.14,-0.00888889,0,0,0,0,0,0,0,0,0,0
91900,292.55,292.55,292.6,292.5,292.55,472,-472,0,0,-0.299988,0.13792,0.241387,0,292.55,0,37.1503,18.8584,-0.0533752,50,-82,-11,-31,-85,194297,-50,-0.19,-0.0184211,0,0,0,0,0,0,0,0,0,0
92000,292.55,292.5,292.55,292.4,292.487,776,-776,-0.0499878,0,-0.199982,0.148137,0.259268,292.55,292.75,0.0601996,38.1356,16.8576,-0.0631104,18,-103,-35,-4,-215,194511,214,-0.06,-0.0205,0,1,0,0,0,0,0,0,0,0
92100,292.5,292.5,292.55,292.45,292.5,296,0,0,0,-0.299988,0.148141,0.259274,292.5,292.737,0.0801313,23.3049,17.9997,-0.0681458,69,-144,-35,-9,-344,194390,-121,0.12,-0.0138095,0,1,0,0,0,0,0,0,0,0
92200,292.45,292.65,292.65,292.45,292.6,1312,1312,0.199982,0,-0.100006,0.142873,0.250016,292.45,292.717,0.0854307,40.0468,22.9993,-0.0620117,165,-138,-22,-12,-172,194199,-191,-0.04,-0.015,0,1,0,0,0,0,0,0,0,0
92300,292.65,292.75,292.8,292.65,292.737,952,952,0.100006,0,-0.100006,0.185193,0.259274,292.45,292.697,0.0857859,38.5914,36.0553,-0.0444946,379,-168,34,-19,-26,194166,-33,0.09,-0.0104348,0,1,0,0,0,0,0,0,0,0
92400,292.75,292.95,293,292.75,292.913,1197,1197,0.200012,0.109998,0.150024,0.30002,0.233347,292.45,292.697,0.0970534,51.7151,51.8896,0.0233683,326,-156,53,-16,-104,194083,-83,-0.07,-0.0129167,0,1,0,0,0,0,0,0,0,0
92500,292.95,292.9,292.95,292.85,292.9,451,-451,-0.0500183,0.110004,0.199982,0.300014,0.200016,292.45,292.698,0.107024,53.2241,64.5559,0.028007,207,-153,32,-16,-48,193985,-98,-0.07,-0.0152,0,1,0,0,0,0,0,0,0,0
92600,292.9,292.9,292.95,292.85,292.9,414,-414,0,0.110004,0.349976,0.333348,0.111109,292.45,292.698,0.116157,59.7353,77.2222,0.0263509,186,-149,19,-9,121,194021,36,0.04,-0.0130769,0,1,0,0,0,0,0,0,0,0
92700,292.9,292.9,292.9,292.85,292.887,235,235,0,0.0700073,0.349976,0.346175,0.0769303,292.45,292.702,0.122995,59.7353,83.8886,0.0206095,149,-51,18,7,156,190996,-3025,-0.08,-0.0155556,0,1,0,0,0,0,0,0,0,0
92800,292.9,292.85,292.9,292.85,292.862,264,-264,-0.0499878,0.0600037,0.350006,0.360027,0.0800088,292.45,292.711,0.127782,69.895,83.3335,0.0131185,119,-38,7,15,113,189778,-1218,-0.06,-0.0171429,0,1,0,0,0,0,0,0,0,0
92900,292.9,292.85,292.9,292.85,292.862,19,-19,-0.0499878,0.0299988,0.300018,0.375035,0.0833439,292.45,292.717,0.13206,69.895,80,0.00792643,121,-38,-6,14,168,187132,-2646,0.06,-0.0144828,0,1,0,0,0,0,0,0,0,0
93000,292.85,292.75,292.9,292.75,292.788,605,-605,-0.100006,0.0399963,0.25,0.375035,0.0833439,292.45,292.725,0.133092,72.383,74.2424,0.000907388,57,-47,-46,17,85,187194,62,-0.06,-0.016,0,1,11,9,11,10,292.487,20,293.125,3
93100,292.75,292.55,292.8,292.55,292.612,1503,-1503,-0.200012,0.0799988,0.0499878,0.333356,0.222245,292.45,292.722,0.134543,55.0764,61.2114,-0.0110758,-55,42,-54,28,-40,184928,-2266,0.16,-0.0103226,0,1,10,8,12,11,292.487,20,293.125,3
93200,292.6,292.75,292.75,292.55,292.7,1094,1094,0.149994,0.109998,0,0.259268,0.22224,292.45,292.721,0.134807,53.4657,53.4341,-0.0125203,-325,369,-76,74,-167,184992,64,-0.02,-0.010625,0,1,9,7,13,11,292.487,20,293.125,3
93300,292.75,292.7,292.75,292.65,292.7,420,-420,-0.0499878,0.109998,-0.149994,0.153857,0.230785,292.45,292.714,0.134842,41.4042,45.1015,-0.0115112,-169,274,-50,60,-65,185134,142,0.05,-0.00878788,0,1,9,6,13,11,292.487,20,292.925,4
93400,292.7,292.7,292.75,292.65,292.7,303,303,0,0.1,-0.350006,0,0.260887,292.45,292.709,0.134859,25.2219,37.602,-0.00870768,-140,278,-41,47,84,185157,23,-0.09,-0.0111765,0,1,9,6,12,10,292.487,20,292.913,24
93500,292.7,292.55,292.7,292.55,292.587,474,-474,-0.150024,0.110004,-0.450012,0,0.33335,292.45,292.702,0.136779,25.0915,26.6931,-0.0106445,-165,288,-40,46,86,184937,-220,0.07,-0.00885714,0,1,8,6,12,11,292.487,20,292.913,24
93600,292.6,292.7,292.7,292.55,292.663,680,680,0.100006,0.0900024,-0.350006,0,0.320012,292.45,292.704,0.137277,35.1971,31.6302,-0.00816244,-174,294,-42,47,22,184968,31,0.06,-0.00694444,0,1,8,5,12,10,292.487,20,292.913,24
93700,292.7,292.8,292.9,292.7,292.8,775,775,0.0999756,0.0799988,-0.250031,0.142842,0.285727,292.45,292.715,0.138575,43.8369,37.0265,0.000594076,-243,291,-42,48,-33,184554,-414,0.02,-0.00621622,0,1,9,6,11,9,292.487,20,292.913,24
93800,292.8,292.6,292.85,292.55,292.65,938,-938,-0.199982,0.109998,-0.400024,0.121197,0.333352,292.45,292.72,0.139088,39.2851,33.217,-0.00100098,-200,275,-20,33,-8,184470,-84,0.13,-0.00263158,0,1,9,6,11,9,292.487,20,292.913,24
93900,292.55,292.6,292.65,292.5,292.587,919,919,0.0500183,0.120001,-0.300018,0.114271,0.342866,292.45,292.722,0.142495,39.2851,30.7167,-0.00446777,-285,319,5,-7,24,184423,-47,0.02,-0.00205128,0,1,9,6,12,10,292.487,20,292.913,24
94000,292.6,292.55,292.6,292.5,292.55,449,-449,-0.0500183,0.1,-0.250031,0.117631,0.294123,292.45,292.725,0.135205,40.2556,33.2161,-0.00870361,-218,371,-7,13,166,183382,-1041,0.01,-0.00175,0,1,9,6,13,9,292.487,20,292.913,24
94100,292.55,292.45,292.55,292.45,292.475,437,-437,-0.0999756,0.0999939,-0.149994,0.129016,0.225803,292.45,292.724,0.135519,48.4041,24.6434,-0.0138468,-276,381,-19,14,61,183419,37,0.03,-0.000975609,0,2,8,6,13,10,292.475,41,292.913,24
94200,292.45,292.5,292.5,292.45,292.487,524,524,0.0499878,0.0899963,-0.25,0.142842,0.25,292.45,292.718,0.142233,42.1377,12.5797,-0.0130819,-355,427,-27,19,-33,183229,-190,0.15,0.00261905,0,2,7,5,14,10,292.475,41,292.913,24
94300,292.45,292.55,292.6,292.45,292.537,552,552,0.0999756,0.0699951,-0.100037,0.206886,0.241381,292.45,292.708,0.147284,52.416,14.1651,-0.0081014,-356,457,-26,23,-37,183106,-123,0.09,0.00465116,0,2,6,5,14,10,292.475,41,292.913,24
94400,292.6,292.6,292.65,292.55,292.6,245,245,0,0.0599915,-0.100037,0.24136,0.241381,292.45,292.692,0.141621,54.7135,15.8314,-0.000805661,-257,468,-2,25,88,183068,-38,0.14,0.00772727,0,2,7,6,13,10,292.475,41,292.913,24
94500,292.6,292.6,292.65,292.6,292.612,294,-294,0,0.0499878,0.0499878,0.259246,0.185189,292.45,292.678,0.134933,60.351,19.9986,0.00459798,-190,442,1,23,132,183054,-14,0.15,0.0108889,0,2,8,6,12,9,292.475,41,292.913,24
94600,292.6,292.7,292.75,292.6,292.688,492,492,0.100006,0.0499939,0.0499878,0.333333,0.185193,292.45,292.668,0.127205,58.6618,31.1102,0.0104045,-219,405,9,12,138,182982,-72,0.02,0.011087,0,2,8,7,12,8,292.475,41,292.913,24
94700,292.7,292.75,292.75,292.7,292.737,392,392,0.0499878,0.0499939,0,0.208342,0.208342,292.45,292.66,0.121717,54.7285,43.8881,0.014502,-183,400,5,4,142,182988,6,0.09,0.012766,0,2,9,7,11,7,292.475,41,292.913,24
94800,292.75,292.8,292.85,292.75,292.8,375,375,0.0499878,0.0399963,0.249969,0.350027,0.0999817,292.45,292.657,0.120957,74.4446,56.9436,0.0178914,-171,395,15,2,190,182954,-34,-0.02,0.0120833,0,2,10,8,11,7,292.475,41,292.913,24
94900,292.75,292.8,292.85,292.7,292.787,653,653,0.0499878,0.0499939,0.249939,0.350027,0.0999817,292.45,292.653,0.119857,74.4446,67.7759,0.0172038,-268,366,12,-8,-55,182828,-126,0.04,0.0126531,0,2,10,8,11,8,292.475,41,292.913,24
95000,292.8,292.75,292.85,292.75,292.775,510,-510,-0.0499878,0.0599915,0.249969,0.350027,0.0999817,292.45,292.653,0.122229,73.1488,76.1089,0.0137939,-346,391,1,-9,-60,182729,-99,0.11,0.0146,0,2,11,8,10,7,292.475,41,292.913,24
95100,292.75,292.75,292.75,292.75,292.75,4,0,0,0.0399902,0.349945,0.388912,0.0555443,292.45,292.659,0.122305,83.4878,79.9969,0.00886231,-349,393,-13,-10,-28,182640,-89,-0.13,0.0117647,0,2,10,8,11,7,292.475,41,292.913,24
95200,292.75,292.65,292.75,292.65,292.675,399,-399,-0.100006,0.0499939,0.199951,0.368435,0.157891,292.45,292.658,0.12214,69.3368,74.9966,0.00143636,-386,394,-28,-6,-93,182932,292,-0.01,0.0113462,0,2,10,7,11,8,292.475,41,292.913,24
95300,292.7,292.65,292.7,292.65,292.663,15,-15,-0.0500183,0.05,0.0499573,0.294116,0.176462,292.45,292.656,0.12212,62.3268,64.1642,-0.00320638,-331,355,-16,-7,-187,182905,-27,-0.02,0.0107547,0,2,9,6,12,8,292.475,41,292.913,24
95400,292.65,292.55,292.65,292.55,292.575,450,-450,-0.100006,0.0600037,-0.0500488,0.235307,0.294116,292.45,292.65,0.123008,48.0941,46.6651,-0.00920817,-401,351,-31,-7,-302,182603,-302,0.01,0.0107407,0,2,8,5,13,9,292.475,41,292.9,26
95500,292.55,292.55,292.65,292.55,292.575,311,-311,0,0.0500061,-0.0500488,0.22223,0.27777,292.45,292.649,0.121754,48.0941,31.6655,-0.0111654,-289,349,-16,-6,-126,181513,-1090,0.04,0.0112727,0,2,7,5,12,9,292.475,41,292.9,26
95600,292.55,292.55,292.65,292.55,292.575,232,-232,0,0.0500061,-0.150055,0.117649,0.294105,292.45,292.645,0.121941,36.0833,16.6659,-0.0104167,-346,331,-11,-5,-232,181490,-23,0.17,0.0141071,0,2,7,5,12,9,292.475,41,292.887,27
95700,292.6,292.55,292.6,292.5,292.55,291,-291,-0.0500183,0.0400085,-0.250061,0.111111,0.333299,292.45,292.632,0.121853,21.6328,9.52306,-0.00967204,-404,329,-8,-8,-299,181549,59,0.19,0.017193,0,2,7,5,12,10,292.475,41,292.862,29
95800,292.55,292.55,292.6,292.5,292.55,225,-225,0,0.0300049,-0.300049,0,0.333299,292.45,292.627,0.122498,0,5.71279,-0.0076416,-304,296,6,-13,-106,181193,-356,0.03,0.0174138,0,2,7,5,12,10,292.475,41,292.862,29
95900,292.6,292.65,292.7,292.55,292.638,243,243,0.0499878,0.0200012,-0.300049,0.111107,0.277751,292.45,292.63,0.11852,15.1661,14.2837,-0.00167236,-221,250,23,-20,-16,180889,-304,0.04,0.0177966,0,2,8,6,12,10,292.475,41,292.8,48
100000,292.65,292.55,292.65,292.55,292.575,205,-205,-0.100006,0.0400024,-0.350067,0.111107,0.277751,292.45,292.631,0.112387,18.7362,18.2827,-0.000834147,-157,208,24,-21,7,180890,1,0.03,0.018,0,2,8,6,13,9,292.475,41,292.8,48
100100,292.55,292.55,292.6,292.5,292.55,222,-222,0,0.0400024,-0.350067,0.0999969,0.29996,292.45,292.635,0.100506,18.7362,22.2818,-0.00135498,-206,195,27,-22,-19,180434,-456,-0.01,0.017541,0,2,8,6,13,9,292.475,41,292.8,48
100200,292.55,292.35,292.55,292.35,292.4,437,-437,-0.199982,0.0699951,-0.450043,0.0909091,0.31814,292.45,292.631,0.0981525,18.2082,19.4254,-0.00865478,-340,189,-7,-22,-175,180518,84,-0.08,0.0159677,0,3,8,6,13,10,292.4,62,292.8,48
100300,292.35,292.35,292.4,292.3,292.35,536,536,0,0.0699951,-0.400024,0.0869577,0.347804,292.35,292.621,0.108562,18.2082,19.0697,-0.014502,-350,208,0,-17,-92,180653,135,-0.03,0.0152381,0,3,7,6,14,11,292.35,63,292.8,48
100400,292.35,292.3,292.45,292.3,292.337,433,-433,-0.0500183,0.0700012,-0.350037,0.125013,0.249975,292.35,292.608,0.121197,18.4479,10.4988,-0.0158203,-294,209,15,-17,-145,180617,-36,-0.01,0.0148438,0,4,7,7,14,11,292.337,64,292.8,48
100500,292.35,292.35,292.45,292.35,292.375,671,-671,0,0.05,-0.350037,0.120011,0.239973,292.35,292.596,0.129486,45.9551,9.00055,-0.0120321,-154,217,21,-11,78,180624,7,0.06,0.0155385,0,4,8,7,13,10,292.337,64,292.8,48
100600,292.4,292.45,292.45,292.35,292.425,431,431,0.0500183,0.0600037,-0.300018,0.120011,0.239973,292.35,292.583,0.134682,55.58,12.5023,-0.00469157,0,179,31,-10,254,180581,-43,0.13,0.0172727,0,4,8,7,13,10,292.337,64,292.8,48
100700,292.45,292.45,292.5,292.45,292.463,152,-152,0,0.0200073,-0.25,0.166667,0.208321,292.35,292.569,0.135637,55.58,20.0031,0.00226644,-23,171,19,-5,156,180571,-10,0.34,0.0220896,0,4,8,7,13,10,292.337,64,292.8,48
100800,292.45,292.6,292.7,292.45,292.588,628,628,0.149994,0.0500061,-0.100006,0.2963,0.185176,292.35,292.559,0.131924,64.7359,32.5023,0.0118408,-15,168,27,-3,124,180219,-352,0.17,0.0242647,0,4,8,8,12,9,292.337,64,292.8,48
100900,292.6,292.5,292.6,292.5,292.525,413,-413,-0.100006,0.0600037,-0.25,0.230775,0.1923,292.35,292.546,0.1287,53.7611,42.5023,0.0129435,88,145,61,-6,182,180212,-7,0.08,0.0250725,0,4,9,8,12,8,292.337,64,292.8,48
101000,292.5,292.55,292.6,292.5,292.55,455,455,0.0499878,0.0700012,-0.100006,0.230775,0.1923,292.35,292.534,0.125381,63.0086,52.5008,0.0129476,27,151,53,-8,189,180131,-81,0.13,0.0265714,0,4,9,8,11,8,292.337,64,292.8,48
101100,292.55,292.55,292.6,292.55,292.563,112,-112,0,0.0599976,-0.100006,0.240003,0.160002,292.35,292.525,0.124084,63.0086,57.4992,0.0118652,82,96,53,-16,329,180064,-67,0.15,0.0283099,0,4,10,8,10,7,292.337,64,292.8,48
101200,292.6,292.65,292.7,292.6,292.65,652,652,0.0499878,0.0699951,0.149963,0.333325,0.0416783,292.35,292.524,0.127128,77.0345,67.4977,0.0137533,97,69,35,-21,308,179671,-393,0.06,0.02875,0,4,11,9,9,7,292.337,64,292.8,48
101300,292.65,292.55,292.65,292.55,292.575,403,-403,-0.100006,0.0599976,0.0499573,0.333325,0.0416783,292.35,292.519,0.127909,69.4347,64.9969,0.0107503,2,24,0,-22,111,179633,-38,-0.01,0.0282192,0,4,11,8,10,8,292.337,64,292.8,48
101400,292.6,292.55,292.6,292.5,292.55,195,-195,-0.0500183,0.05,0.0499573,0.304331,0.0869554,292.35,292.518,0.127237,77.66,66.4243,0.0065918,-69,49,-6,-17,-83,179616,-17,-0.02,0.0275676,0,4,10,7,11,9,292.337,64,292.8,48
101500,292.5,292.45,292.5,292.4,292.45,308,-308,-0.0499878,0.05,-3.05E-05,0.304339,0.173915,292.35,292.512,0.127133,65.8385,59.6396,-0.00121257,-130,68,-16,-14,-241,179649,33,0.02,0.0274667,0,4,9,7,12,10,292.337,64,292.8,48
101600,292.45,292.5,292.5,292.4,292.475,609,609,0.0499878,0.0599976,-6.10E-05,0.304339,0.173915,292.35,292.507,0.126702,67.5921,53.807,-0.00452881,-234,117,-46,-4,-265,179580,-69,0.14,0.0289474,0,4,9,6,12,10,292.337,64,292.8,48
101700,292.5,292.65,292.7,292.45,292.612,840,840,0.149994,0.0799988,0.149933,0.370375,0.14815,292.35,292.51,0.12696,73.912,52.9734,0.00146077,-89,80,-16,-10,-162,179527,-53,0.12,0.0301299,0,4,9,7,12,10,292.337,64,292.8,48
101800,292.65,292.8,292.8,292.65,292.762,897,897,0.149994,0.0899963,0.149933,0.319979,0.160002,292.35,292.521,0.135828,75.4481,60.4742,0.0123698,114,-12,4,-15,-131,179693,166,0.13,0.0314103,0,4,9,7,12,10,292.337,64,292.787,49
101900,292.8,292.9,292.9,292.75,292.862,907,907,0.100006,0.0999939,0.349945,0.384601,0.15385,292.35,292.532,0.153328,85.9849,69.0469,0.022408,71,-81,-3,-21,-188,179446,-247,0.09,0.0321519,0,4,10,8,12,9,292.337,64,292.862,79
102000,292.9,292.85,292.95,292.85,292.875,624,-624,-0.0499878,0.0999939,0.249969,0.423075,0.15385,292.35,292.547,0.170458,74.5221,79.6959,0.0252563,32,-83,4,-15,-229,178764,-682,0.17,0.033875,0,4,10,9,12,9,292.337,64,292.875,80
102100,292.85,292.85,292.9,292.8,292.85,249,249,0,0.0899963,0.249969,0.40741,0.185203,292.35,292.562,0.181239,74.5221,89.3927,0.0211507,18,-90,12,-19,-238,178646,-118,0.17,0.0355556,0,4,10,9,12,10,292.337,64,292.875,80
102200,292.85,292.75,292.85,292.75,292.775,264,-264,-0.100006,0.0799988,0.0999756,0.346158,0.23078,292.35,292.581,0.180592,67.0429,85.4541,0.0115479,98,-105,32,-24,-33,178637,-9,0.08,0.0360976,0,4,10,9,13,10,292.337,64,292.875,80
102300,292.75,292.7,292.85,292.65,292.725,887,-887,-0.0499878,0.0599976,0.149994,0.321432,0.25,292.35,292.599,0.172723,60.9587,76.3635,0.00177816,145,-112,54,-32,53,178637,0,0.07,0.036506,0,4,10,9,12,11,292.337,64,292.875,80
102400,292.7,292.75,292.8,292.7,292.75,343,343,0.0499878,0.0499939,0.25,0.321439,0.2143,292.35,292.62,0.165374,63.317,69.0906,-0.0027303,74,-128,23,-29,8,178581,-56,0.19,0.0383333,0,4,11,9,12,10,292.337,64,292.875,80
102500,292.7,292.8,292.8,292.7,292.775,341,341,0.0999756,0.0599915,0.399963,0.333348,0.14816,292.4,292.64,0.160887,68.9181,67.2718,-0.00342204,52,-134,-8,-17,35,178516,-65,0.05,0.0384706,0,4,11,9,12,10,292.337,64,292.875,80
102600,292.8,292.75,292.8,292.75,292.763,189,-189,-0.0499878,0.069989,0.299988,0.346175,0.153861,292.45,292.657,0.158437,62.8834,62.9078,-0.00360921,64,-140,-1,-8,-67,178442,-74,0.06,0.0387209,0,4,12,9,12,10,292.337,64,292.875,80
102700,292.75,292.75,292.8,292.75,292.763,64,-64,0,0.0499878,0.149994,0.227284,0.181838,292.45,292.672,0.158191,55.8848,56.8474,-0.0035319,77,-142,6,-8,-167,178191,-251,0.1,0.0394253,0,4,12,9,11,9,292.337,64,292.875,80
102800,292.75,292.75,292.75,292.75,292.75,73,0,0,0.0399902,0,0.157929,0.21055,292.45,292.68,0.158869,44.7555,52.6047,-0.00442708,89,-157,10,-9,-58,177143,-1048,0.11,0.0402273,0,4,12,9,12,9,292.337,64,292.875,80
102900,292.7,292.8,292.8,292.7,292.775,215,215,0.0999756,0.0499878,-3.05E-05,0.05558,0.222252,292.45,292.692,0.159709,31.3984,49.8766,-0.00383708,107,-166,1,-8,-8,177077,-66,0.17,0.0416854,0,4,11,9,12,10,292.337,64,292.875,80
103000,292.8,292.75,292.85,292.75,292.775,270,-270,-0.0499878,0.0399902,-3.05E-05,0.05558,0.222252,292.45,292.704,0.160659,35.8315,43.3323,-0.00334473,120,-159,-3,-6,33,177686,609,0.11,0.0424444,0,4,12,10,11,10,292.337,64,292.875,80
103100,292.75,292.6,292.85,292.5,292.638,1563,-1563,-0.149994,0.0599915,-0.150024,0.0434967,0.347841,292.45,292.707,0.160903,22.081,37.0473,-0.00941162,80,-148,0,-2,-61,177757,71,0.18,0.043956,0,4,12,10,10,10,292.337,64,292.875,80
103200,292.6,292.65,292.75,292.55,292.65,775,775,0.0499878,0.069989,-3.05E-05,0.0400166,0.280019,292.45,292.707,0.158929,36.5274,38.9516,-0.0117391,-151,-101,-29,4,-285,177585,-172,0.15,0.0451087,0,4,13,10,10,9,292.337,64,292.875,80
103300,292.65,292.5,292.65,292.5,292.538,527,-527,-0.149994,0.0999878,-0.100037,0.0416847,0.250006,292.45,292.706,0.162064,39.6447,32.2849,-0.0172974,-230,-81,-42,8,-257,177594,9,0.23,0.0470968,0,4,13,10,10,9,292.337,64,292.875,80
103400,292.55,292.6,292.65,292.45,292.575,824,824,0.0500183,0.0899963,-0.100006,0.0384778,0.269227,292.45,292.707,0.164914,45.8117,29.7858,-0.0166341,-314,-75,-55,9,-307,177265,-329,0.06,0.047234,0,4,13,9,10,10,292.375,65,292.875,80
103500,292.6,292.55,292.65,292.5,292.563,642,-642,-0.0500183,0.0900024,-0.25,0.0370521,0.259252,292.45,292.712,0.167537,36.243,26.7841,-0.0141154,-245,-106,-47,7,-275,177355,90,0.15,0.0483158,0,4,13,9,10,10,292.425,66,292.875,80
103600,292.55,292.65,292.65,292.55,292.625,549,549,0.100006,0.0800049,-0.100006,0.0357283,0.249989,292.5,292.72,0.168883,44.0445,31.0688,-0.00826009,-274,-103,-54,9,-312,177363,8,0.11,0.0489583,0,4,14,9,10,10,292.45,75,292.875,80
103700,292.65,292.65,292.65,292.55,292.625,622,622,0,0.0700073,-0.100006,0.0344958,0.241366,292.55,292.721,0.169282,44.0445,32.4971,-0.003479,-224,-127,-49,4,-283,177319,-44,0.16,0.0501031,0,4,13,8,10,10,292.45,75,292.875,80
103800,292.65,292.65,292.65,292.6,292.637,282,282,0,0.0400085,-0.100006,0.0333462,0.233322,292.55,292.714,0.16234,44.0445,42.4964,-0.000333658,-283,-111,-51,5,-335,176939,-380,0.1,0.0506122,0,4,14,7,10,10,292.45,75,292.875,80
103900,292.65,292.55,292.65,292.55,292.575,393,-393,-0.100006,0.0500061,-0.299988,0.0333455,0.266663,292.55,292.7,0.148237,38.7506,39.9954,-0.00159505,-293,-90,-20,1,-344,177021,82,0.01,0.050202,0,4,13,7,9,11,292.45,75,292.875,80
104000,292.55,292.4,292.55,292.4,292.438,659,-659,-0.149994,0.0700012,-0.399994,0,0.354834,292.55,292.678,0.137534,36.2127,34.9966,-0.00900472,-451,-32,-31,7,-415,176576,-445,0.13,0.051,0,4,13,7,10,12,292.438,100,292.875,80
104100,292.4,292.35,292.5,292.35,292.388,1237,-1237,-0.0499878,0.0599976,-0.299988,0,0.259246,292.4,292.655,0.134219,38.3262,24.9973,-0.0144897,-433,4,-17,11,-177,171408,-5168,0.02,0.0506931,0,4,12,7,11,13,292.388,101,292.875,80
104200,292.35,291.95,292.35,291.95,292.05,2880,-2880,-0.399994,0.139996,-0.749969,0,0.483865,292.35,292.619,0.174049,17.82,14.9981,-0.0311035,-608,-192,-51,-12,-489,171626,218,-0.07,0.0495098,0,5,11,6,12,14,292.05,102,292.875,80
104300,291.95,292.05,292.05,291.9,292.012,1057,1057,0.0999756,0.159991,-0.5,0,0.483884,291.95,292.583,0.215399,29.4904,8.99869,-0.0378215,-689,-121,-59,-2,-421,171842,216,-0.1,0.0480583,0,5,11,6,12,14,292.012,103,292.875,80
104400,292,291.9,292.05,291.9,291.938,862,-862,-0.100006,0.159991,-0.650024,0,0.466684,291.95,292.543,0.251208,19.3971,3.99984,-0.0391032,-732,-33,-72,13,-414,171884,42,0.06,0.0481731,0,6,11,6,11,13,291.938,104,292.875,80
