시간, 매수체결량, +속도, 매도체결량, -속도, 잔량, 콜8, 수량8, 풋8, 수량8, 콜경과시간, 콜평균시간, 풋경과시간, 풋평균시간
134746, 159, 96, 125, 137, -4450, 0.96, 296, 1.45, 126, 1, 0.01, 2, 0.01
134747, 159, 96, 125, 137, -4451, 0.95, 1, 1.44, 2, 2, 0.01, 3, 0.01
134749, 159, 96, 125, 137, -4435, 0.95, 1, 1.44, 5, 2, 0.01, 3, 0.01
134749, 158, 100, 125, 137, -4436, 0.95, 1, 1.44, 3, 2, 0.01, 3, 0.01
134750, 158, 100, 125, 137, -4440, 0.95, 1, 1.44, 10, 2, 0.01, 3, 0.01
134751, 148, 102, 125, 137, -4445, 0.96, 296, 1.44, 6, 3, 0.01, 3, 0.01
134752, 148, 102, 125, 137, -4421, 0.96, 296, 1.44, 19, 3, 0.01, 3, 0.01
134753, 148, 102, 125, 137, -4422, 0.96, 295, 1.44, 19, 3, 0.01, 2, 0.01
134754, 148, 102, 125, 137, -4422, 0.96, 295, 1.44, 4, 2, 0.01, 2, 0.01
134755, 148, 102, 111, 158, -4417, 0.96, 295, 1.44, 50, 2, 0.01, 1, 0.01
134756, 148, 102, 111, 158, -4419, 0.96, 295, 1.44, 50, 1, 0.01, 0, 0.00
134757, 128, 106, 111, 158, -4417, 0.96, 295, 1.44, 56, 1, 0.01, 0, 0.00
134758, 130, 107, 111, 158, -4400, 0.96, 295, 1.44, 57, 1, 0.01, 0, 0.00
134759, 130, 107, 120, 153, -4418, 0.96, 295, 1.44, 34, 1, 0.01, 0, 0.00
134800, 158, 109, 120, 153, -4424, 0.96, 295, 1.44, 50, 0, 0.00, 0, 0.00
134801, 158, 109, 120, 153, -4288, 0.96, 257, 1.44, 99, 0, 0.00, 0, 0.00
134802, 158, 107, 120, 153, -4272, 0.96, 280, 1.44, 101, 0, 0.00, 0, 0.00
134803, 158, 107, 120, 153, -3814, 0.96, 257, 1.43, 22, 0, 0.00, 1, 0.01
134804, 153, 43, 144, 37, -3941, 0.96, 229, 1.44, 31, 0, 0.00, 2, 0.01
134805, 153, 43, 97, 2, -3916, 0.96, 232, 1.44, 27, 0, 0.00, 2, 0.01
134806, 157, 45, 97, 2, -4018, 0.96, 238, 1.45, 78, 0, 0.00, 3, 0.02
134807, 156, 42, 97, 2, -4007, 0.96, 238, 1.45, 78, 0, 0.00, 3, 0.02
134808, 156, 42, 64, 5, -4024, 0.96, 239, 1.45, 64, 0, 0.00, 3, 0.02
134809, 156, 42, 61, 6, -4015, 0.96, 238, 1.45, 78, 0, 0.00, 3, 0.02
134810, 156, 42, 61, 6, -4030, 0.96, 238, 1.45, 62, 0, 0.00, 3, 0.02
134811, 146, 44, 61, 6, -4013, 0.96, 238, 1.45, 78, 0, 0.00, 3, 0.02
134812, 146, 44, 61, 6, -3997, 0.96, 238, 1.45, 64, 0, 0.00, 2, 0.02
134813, 146, 44, 61, 6, -4101, 0.95, 63, 1.45, 2, 1, 0.01, 1, 0.01
134814, 146, 44, 61, 6, -4067, 0.95, 78, 1.45, 4, 1, 0.01, 1, 0.01
134815, 146, 44, 61, 6, -4106, 0.95, 78, 1.45, 3, 1, 0.01, 0, 0.00
134816, 134, 48, 139, 13, -4442, 0.95, 105, 1.47, 87, 1, 0.01, 1, 0.02
134817, 134, 49, 139, 13, -4902, 0.94, 44, 1.47, 41, 2, 0.02, 1, 0.02
134818, 134, 49, 137, 15, -5305, 0.94, 44, 1.47, 57, 2, 0.02, 1, 0.02
134819, 134, 49, 137, 15, -5318, 0.94, 49, 1.47, 37, 2, 0.02, 1, 0.02
134820, 120, 23, 182, 15, -6075, 0.94, 49, 1.47, 76, 2, 0.02, 1, 0.02
134821, 120, 23, 182, 15, -6011, 0.94, 47, 1.47, 93, 2, 0.02, 1, 0.02
134822, 120, 23, 182, 15, -6003, 0.95, 236, 1.47, 93, 2, 0.01, 1, 0.02
134823, 120, 23, 197, 17, -6000, 0.94, 11, 1.47, 94, 3, 0.01, 1, 0.02
134824, 119, 26, 197, 17, -5562, 0.95, 191, 1.46, 49, 4, 0.01, 2, 0.02
134825, 119, 26, 197, 17, -5161, 0.95, 164, 1.46, 62, 4, 0.01, 1, 0.01
134826, 119, 26, 197, 17, -5151, 0.95, 164, 1.46, 96, 3, 0.01, 1, 0.01
134827, 140, 21, 138, 8, -4969, 0.95, 162, 1.46, 160, 3, 0.01, 1, 0.01
134828, 140, 21, 99, 8, -4939, 0.95, 112, 1.45, 31, 3, 0.01, 2, 0.02
134829, 141, 17, 95, 9, -4942, 0.95, 112, 1.45, 31, 3, 0.01, 2, 0.02
134830, 126, 11, 93, 11, -5795, 0.95, 112, 1.45, 2, 3, 0.01, 2, 0.02
134831, 126, 11, 93, 11, -5748, 0.95, 112, 1.46, 103, 2, 0.01, 3, 0.02
134832, 120, 13, 95, 13, -5750, 0.95, 133, 1.46, 116, 1, 0.01, 3, 0.02
134833, 120, 13, 95, 13, -5762, 0.95, 112, 1.46, 116, 0, 0.00, 2, 0.01
134834, 120, 13, 95, 13, -5753, 0.95, 112, 1.46, 116, 0, 0.00, 2, 0.01
134835, 120, 13, 95, 15, -5752, 0.95, 112, 1.46, 116, 0, 0.00, 2, 0.01
134836, 128, 17, 94, 16, -5806, 0.95, 133, 1.46, 103, 0, 0.00, 2, 0.01
134837, 128, 17, 94, 16, -5873, 0.95, 135, 1.46, 56, 0, 0.00, 1, 0.01
134838, 128, 17, 94, 16, -5874, 0.95, 164, 1.46, 40, 0, 0.00, 1, 0.01
134839, 128, 17, 94, 16, -5884, 0.95, 164, 1.46, 28, 0, 0.00, 1, 0.01
134840, 128, 17, 94, 16, -5882, 0.95, 164, 1.46, 32, 0, 0.00, 0, 0.00
134841, 128, 17, 94, 16, -5943, 0.95, 180, 1.47, 107, 0, 0.00, 1, 0.01
134842, 128, 17, 94, 16, -5953, 0.95, 192, 1.47, 107, 0, 0.00, 1, 0.01
134843, 128, 17, 94, 16, -5964, 0.95, 192, 1.47, 107, 0, 0.00, 1, 0.01
134844, 128, 17, 94, 16, -5933, 0.95, 192, 1.47, 155, 0, 0.00, 1, 0.01
134845, 128, 17, 94, 16, -5917, 0.95, 179, 1.46, 27, 0, 0.00, 2, 0.01
134846, 128, 17, 94, 16, -5919, 0.95, 179, 1.46, 27, 0, 0.00, 2, 0.01
134847, 128, 17, 94, 16, -5900, 0.95, 164, 1.46, 28, 0, 0.00, 2, 0.01
134848, 128, 17, 94, 16, -5899, 0.95, 179, 1.46, 9, 0, 0.00, 2, 0.01
134849, 128, 17, 94, 16, -5905, 0.95, 179, 1.46, 7, 0, 0.00, 2, 0.01
134850, 128, 17, 94, 16, -5905, 0.95, 179, 1.46, 1, 0, 0.00, 1, 0.01
134851, 128, 17, 94, 16, -5905, 0.95, 179, 1.46, 1, 0, 0.00, 1, 0.01
134852, 128, 33, 94, 16, -5898, 0.95, 179, 1.46, 8, 0, 0.00, 1, 0.01
134853, 128, 33, 94, 16, -5897, 0.95, 179, 1.46, 2, 0, 0.00, 1, 0.01
134854, 128, 33, 94, 16, -5897, 0.95, 179, 1.46, 2, 0, 0.00, 0, 0.00
134855, 128, 33, 94, 16, -5900, 0.95, 183, 1.46, 2, 0, 0.00, 0, 0.00
134856, 128, 33, 94, 16, -5909, 0.95, 183, 1.46, 2, 0, 0.00, 0, 0.00
134857, 128, 33, 94, 16, -5909, 0.95, 183, 1.46, 2, 0, 0.00, 0, 0.00
134858, 128, 33, 94, 16, -5907, 0.95, 183, 1.46, 5, 0, 0.00, 0, 0.00
134859, 128, 33, 94, 16, -5907, 0.95, 183, 1.46, 5, 0, 0.00, 0, 0.00
134900, 128, 33, 94, 38, -5907, 0.95, 183, 1.46, 5, 0, 0.00, 0, 0.00
134901, 128, 33, 94, 38, -5909, 0.95, 183, 1.46, 5, 0, 0.00, 0, 0.00
134902, 128, 33, 94, 38, -5909, 0.95, 183, 1.46, 5, 0, 0.00, 0, 0.00
134903, 128, 33, 94, 38, -5906, 0.95, 183, 1.47, 155, 0, 0.00, 1, 0.01
134904, 128, 33, 94, 38, -5909, 0.95, 183, 1.47, 155, 0, 0.00, 1, 0.01
134905, 128, 33, 94, 38, -5908, 0.95, 183, 1.47, 155, 0, 0.00, 1, 0.01
134906, 129, 38, 94, 38, -5821, 0.95, 135, 1.46, 43, 0, 0.00, 2, 0.01
134907, 129, 38, 94, 38, -5828, 0.95, 137, 1.46, 16, 0, 0.00, 2, 0.01
134908, 129, 38, 94, 38, -5825, 0.95, 137, 1.46, 15, 0, 0.00, 2, 0.01
134909, 142, 42, 94, 38, -5798, 0.95, 135, 1.46, 89, 0, 0.00, 2, 0.01
134910, 142, 42, 94, 38, -5800, 0.95, 99, 1.46, 75, 0, 0.00, 2, 0.01
134911, 141, 44, 87, 49, -5754, 0.95, 120, 1.46, 73, 0, 0.00, 2, 0.01
134912, 141, 44, 87, 49, -5754, 0.95, 120, 1.46, 55, 0, 0.00, 1, 0.01
134913, 124, 45, 82, 45, -5762, 0.95, 99, 1.46, 55, 0, 0.00, 1, 0.01
134914, 124, 45, 82, 45, -5760, 0.95, 120, 1.46, 55, 0, 0.00, 1, 0.01
134915, 113, 48, 82, 45, -5759, 0.95, 136, 1.46, 39, 0, 0.00, 0, 0.00
134916, 113, 48, 82, 45, -5760, 0.95, 136, 1.46, 55, 0, 0.00, 0, 0.00
134917, 113, 48, 82, 45, -5762, 0.95, 136, 1.46, 55, 0, 0.00, 0, 0.00
134918, 113, 48, 82, 45, -5762, 0.95, 136, 1.46, 55, 0, 0.00, 0, 0.00
134919, 113, 48, 82, 45, -5762, 0.95, 136, 1.46, 55, 0, 0.00, 0, 0.00
134920, 113, 48, 82, 45, -5763, 0.95, 136, 1.46, 55, 0, 0.00, 0, 0.00
134921, 113, 48, 82, 45, -5763, 0.95, 136, 1.46, 55, 0, 0.00, 0, 0.00
134922, 113, 48, 82, 45, -5846, 0.95, 138, 1.46, 11, 0, 0.00, 0, 0.00
134923, 113, 48, 82, 45, -5846, 0.95, 138, 1.46, 11, 0, 0.00, 0, 0.00
134924, 113, 48, 82, 45, -5853, 0.95, 167, 1.47, 142, 0, 0.00, 1, 0.01
134925, 113, 48, 82, 45, -5869, 0.95, 182, 1.47, 155, 0, 0.00, 1, 0.01
134926, 113, 48, 82, 45, -5869, 0.95, 182, 1.47, 155, 0, 0.00, 1, 0.01
134927, 113, 48, 82, 45, -5867, 0.95, 167, 1.47, 155, 0, 0.00, 1, 0.01
134928, 113, 48, 82, 45, -5868, 0.95, 167, 1.47, 142, 0, 0.00, 1, 0.01
134929, 113, 48, 82, 45, -5875, 0.95, 167, 1.47, 142, 0, 0.00, 1, 0.01
134930, 113, 48, 82, 45, -5888, 0.95, 182, 1.47, 142, 0, 0.00, 1, 0.01
134931, 113, 48, 82, 45, -5889, 0.95, 182, 1.47, 142, 0, 0.00, 1, 0.01
134932, 113, 48, 82, 45, -5883, 0.95, 182, 1.47, 142, 0, 0.00, 1, 0.01
134933, 113, 48, 82, 45, -5885, 0.95, 167, 1.47, 142, 0, 0.00, 0, 0.00
134934, 113, 48, 82, 45, -5881, 0.95, 167, 1.47, 142, 0, 0.00, 0, 0.00
134935, 113, 48, 82, 45, -5881, 0.95, 167, 1.47, 142, 0, 0.00, 0, 0.00
134936, 113, 48, 82, 45, -5897, 0.95, 167, 1.47, 126, 0, 0.00, 0, 0.00
134937, 113, 48, 82, 45, -5898, 0.95, 167, 1.47, 126, 0, 0.00, 0, 0.00
134938, 113, 48, 82, 45, -5899, 0.95, 167, 1.47, 126, 0, 0.00, 0, 0.00
134939, 113, 48, 82, 45, -5924, 0.95, 182, 1.47, 124, 0, 0.00, 0, 0.00
134940, 113, 48, 82, 45, -5922, 0.95, 182, 1.47, 124, 0, 0.00, 0, 0.00
134941, 113, 48, 82, 45, -5928, 0.95, 182, 1.47, 124, 0, 0.00, 0, 0.00
134942, 113, 48, 82, 45, -5938, 0.95, 182, 1.47, 124, 0, 0.00, 0, 0.00
134943, 113, 48, 82, 45, -5925, 0.95, 182, 1.47, 126, 0, 0.00, 0, 0.00
134944, 113, 48, 82, 45, -5925, 0.95, 182, 1.47, 126, 0, 0.00, 0, 0.00
134945, 113, 48, 82, 45, -5925, 0.95, 182, 1.47, 126, 0, 0.00, 0, 0.00
134946, 113, 48, 82, 45, -5926, 0.95, 182, 1.47, 126, 0, 0.00, 0, 0.00
134947, 113, 48, 82, 45, -5926, 0.95, 182, 1.47, 126, 0, 0.00, 0, 0.00
134948, 113, 48, 82, 45, -5918, 0.95, 178, 1.47, 126, 0, 0.00, 0, 0.00
134949, 113, 48, 82, 45, -5913, 0.95, 185, 1.47, 126, 0, 0.00, 0, 0.00
134950, 113, 83, 82, 45, -5885, 0.95, 170, 1.46, 37, 0, 0.00, 1, 0.01
134951, 113, 83, 82, 45, -5876, 0.95, 170, 1.46, 38, 0, 0.00, 1, 0.01
134952, 113, 83, 82, 45, -5880, 0.95, 170, 1.46, 40, 0, 0.00, 1, 0.01
134953, 113, 83, 82, 45, -5849, 0.95, 139, 1.46, 74, 0, 0.00, 1, 0.01
134954, 113, 83, 82, 45, -5855, 0.95, 139, 1.46, 59, 0, 0.00, 1, 0.01
134955, 113, 83, 82, 45, -5859, 0.95, 139, 1.46, 59, 0, 0.00, 1, 0.01
134956, 111, 88, 82, 45, -5851, 0.95, 139, 1.46, 59, 0, 0.00, 1, 0.01
134957, 111, 88, 82, 45, -5850, 0.95, 139, 1.46, 59, 0, 0.00, 1, 0.01
134958, 111, 88, 82, 45, -5849, 0.95, 170, 1.46, 59, 0, 0.00, 1, 0.01
134959, 111, 88, 82, 45, -5850, 0.95, 141, 1.46, 59, 0, 0.00, 0, 0.00
135000, 111, 88, 82, 45, -5854, 0.95, 141, 1.46, 59, 0, 0.00, 0, 0.00
135001, 104, 93, 82, 45, -5845, 0.95, 141, 1.46, 59, 0, 0.00, 0, 0.00
135002, 119, 95, 82, 45, -5692, 0.95, 64, 1.46, 119, 0, 0.00, 0, 0.00
135003, 119, 95, 82, 45, -5673, 0.95, 67, 1.45, 1, 0, 0.00, 1, 0.01
135004, 119, 96, 86, 96, -5769, 0.95, 127, 1.46, 89, 0, 0.00, 2, 0.01
135005, 120, 97, 86, 96, -5732, 0.95, 143, 1.46, 89, 0, 0.00, 2, 0.01
135006, 115, 97, 86, 96, -5703, 0.95, 104, 1.46, 91, 0, 0.00, 2, 0.01
135007, 115, 97, 86, 96, -5706, 0.95, 104, 1.46, 91, 0, 0.00, 2, 0.01
135008, 115, 97, 86, 96, -5708, 0.95, 104, 1.46, 91, 0, 0.00, 2, 0.01
135009, 115, 97, 86, 96, -5674, 0.95, 71, 1.46, 91, 0, 0.00, 2, 0.01
135010, 115, 97, 86, 96, -5643, 0.95, 123, 1.45, 6, 0, 0.00, 3, 0.01
135011, 115, 97, 86, 96, -5646, 0.95, 123, 1.46, 91, 0, 0.00, 4, 0.01
135012, 115, 97, 86, 96, -5645, 0.95, 123, 1.46, 91, 0, 0.00, 3, 0.01
135013, 115, 102, 86, 96, -5632, 0.95, 102, 1.46, 91, 0, 0.00, 2, 0.01
135014, 258, 104, 96, 106, -5477, 0.96, 255, 1.45, 90, 1, 0.01, 3, 0.01
135015, 259, 104, 96, 106, -5467, 0.95, 32, 1.45, 127, 2, 0.01, 3, 0.01
135016, 259, 104, 96, 106, -5471, 0.95, 4, 1.45, 127, 2, 0.01, 3, 0.01
135017, 298, 105, 85, 110, -5353, 0.95, 4, 1.44, 32, 2, 0.01, 4, 0.02
135018, 298, 106, 86, 111, -5345, 0.96, 208, 1.44, 7, 3, 0.01, 4, 0.02
135019, 298, 106, 86, 111, -5339, 0.96, 207, 1.44, 6, 3, 0.01, 3, 0.02
135020, 298, 106, 86, 111, -4933, 0.96, 207, 1.44, 6, 3, 0.01, 2, 0.02
135021, 318, 76, 86, 111, -4383, 0.97, 224, 1.44, 149, 4, 0.02, 2, 0.02
135022, 306, 70, 107, 114, -4463, 0.96, 174, 1.45, 102, 5, 0.02, 3, 0.02
135023, 306, 70, 107, 114, -4453, 0.96, 182, 1.45, 116, 4, 0.02, 2, 0.01
135024, 306, 70, 107, 114, -4426, 0.96, 182, 1.45, 145, 3, 0.02, 2, 0.01
135025, 306, 70, 107, 114, -4425, 0.96, 136, 1.44, 8, 3, 0.02, 3, 0.01
135026, 306, 70, 107, 114, -4424, 0.96, 136, 1.44, 3, 3, 0.02, 2, 0.01
135027, 306, 70, 107, 119, -4425, 0.96, 136, 1.44, 12, 2, 0.01, 2, 0.01
135028, 306, 70, 107, 119, -4426, 0.96, 136, 1.44, 4, 2, 0.01, 2, 0.01
135029, 313, 38, 157, 116, -4488, 0.96, 107, 1.45, 95, 2, 0.01, 3, 0.01
135030, 313, 38, 157, 116, -4487, 0.96, 107, 1.45, 111, 1, 0.01, 3, 0.01
135031, 341, 28, 170, 116, -4576, 0.96, 144, 1.45, 56, 0, 0.00, 2, 0.01
135032, 341, 28, 165, 115, -4621, 0.96, 161, 1.45, 39, 0, 0.00, 2, 0.01
135033, 328, 29, 163, 92, -4551, 0.96, 124, 1.45, 99, 0, 0.00, 2, 0.01
135034, 328, 29, 163, 92, -4559, 0.96, 124, 1.45, 99, 0, 0.00, 1, 0.01
135035, 328, 29, 162, 83, -4172, 0.96, 124, 1.45, 71, 0, 0.00, 1, 0.01
135036, 328, 29, 163, 84, -3778, 0.96, 124, 1.45, 71, 0, 0.00, 1, 0.01
135037, 328, 29, 165, 33, -4188, 0.96, 123, 1.45, 71, 0, 0.00, 1, 0.01
135038, 328, 29, 165, 33, -4289, 0.96, 129, 1.45, 40, 0, 0.00, 0, 0.00
135039, 329, 35, 165, 33, -4301, 0.96, 174, 1.45, 53, 0, 0.00, 0, 0.00
135040, 329, 35, 165, 33, -4293, 0.96, 178, 1.45, 37, 0, 0.00, 0, 0.00
135041, 329, 35, 165, 33, -4326, 0.96, 178, 1.46, 173, 0, 0.00, 1, 0.01
135042, 322, 38, 165, 33, -4340, 0.95, 88, 1.46, 160, 1, 0.01, 1, 0.01
135043, 322, 38, 165, 33, -4326, 0.95, 67, 1.45, 19, 1, 0.01, 2, 0.01
135044, 322, 38, 165, 33, -4358, 0.95, 108, 1.46, 103, 1, 0.01, 3, 0.01
135045, 322, 38, 165, 33, -4358, 0.95, 90, 1.46, 105, 1, 0.01, 3, 0.01
135046, 322, 38, 165, 33, -4361, 0.95, 121, 1.46, 91, 1, 0.01, 3, 0.01
135047, 322, 38, 165, 33, -4362, 0.95, 121, 1.46, 140, 1, 0.01, 3, 0.01
135048, 322, 38, 165, 33, -4363, 0.95, 121, 1.46, 140, 1, 0.01, 3, 0.01
135049, 322, 38, 165, 33, -4370, 0.95, 121, 1.46, 153, 1, 0.01, 3, 0.01
135050, 322, 38, 165, 33, -4388, 0.95, 121, 1.46, 91, 1, 0.01, 2, 0.01
135051, 322, 38, 165, 33, -4387, 0.95, 71, 1.45, 34, 0, 0.00, 3, 0.01
135052, 322, 38, 165, 33, -4387, 0.95, 71, 1.45, 34, 0, 0.00, 2, 0.01
135053, 322, 38, 165, 33, -4375, 0.95, 10, 1.45, 40, 0, 0.00, 1, 0.01
135054, 322, 38, 165, 33, -4376, 0.95, 33, 1.45, 45, 0, 0.00, 1, 0.01
135055, 322, 38, 162, 51, -4385, 0.95, 76, 1.45, 12, 0, 0.00, 1, 0.01
135056, 322, 38, 162, 51, -4387, 0.95, 121, 1.46, 92, 0, 0.00, 2, 0.01
135057, 322, 38, 162, 51, -4422, 0.95, 123, 1.46, 90, 0, 0.00, 2, 0.01
135058, 331, 53, 162, 51, -4394, 0.95, 109, 1.46, 104, 0, 0.00, 2, 0.01
135059, 331, 53, 162, 51, -4394, 0.95, 105, 1.46, 104, 0, 0.00, 2, 0.01
135100, 331, 53, 162, 51, -4361, 0.95, 70, 1.45, 28, 0, 0.00, 2, 0.01
135101, 331, 55, 162, 51, -4315, 0.95, 35, 1.45, 48, 0, 0.00, 2, 0.01
135102, 328, 48, 162, 51, -4295, 0.96, 193, 1.45, 72, 1, 0.01, 2, 0.01
135103, 328, 48, 162, 51, -4296, 0.96, 193, 1.45, 72, 1, 0.01, 2, 0.01
135104, 224, 50, 159, 60, -4238, 0.96, 194, 1.45, 49, 1, 0.01, 2, 0.01
135105, 224, 50, 159, 60, -4244, 0.96, 194, 1.45, 45, 1, 0.01, 1, 0.01
135106, 233, 48, 157, 52, -4186, 0.96, 159, 1.45, 84, 1, 0.01, 1, 0.01
135107, 233, 48, 141, 50, -4189, 0.96, 159, 1.45, 70, 1, 0.01, 1, 0.01
135108, 233, 48, 138, 50, -4203, 0.96, 175, 1.45, 79, 1, 0.01, 1, 0.01
135109, 194, 50, 145, 46, -4273, 0.96, 178, 1.45, 45, 1, 0.01, 0, 0.00
135110, 194, 50, 145, 46, -4288, 0.96, 170, 1.45, 43, 1, 0.01, 0, 0.00
135111, 194, 50, 145, 46, -4308, 0.96, 184, 1.45, 45, 0, 0.00, 0, 0.00
135112, 194, 50, 145, 46, -4313, 0.95, 5, 1.45, 45, 1, 0.01, 0, 0.00
135113, 194, 50, 145, 46, -4317, 0.95, 5, 1.45, 45, 1, 0.01, 0, 0.00
135114, 194, 50, 145, 46, -4370, 0.95, 4, 1.45, 43, 1, 0.01, 0, 0.00
135115, 194, 50, 145, 46, -4410, 0.95, 43, 1.45, 36, 1, 0.01, 0, 0.00
135116, 194, 50, 145, 46, -4416, 0.95, 43, 1.45, 37, 1, 0.01, 0, 0.00
135117, 194, 50, 145, 46, -4429, 0.95, 135, 1.45, 20, 1, 0.01, 0, 0.00
135118, 194, 50, 145, 46, -4432, 0.95, 135, 1.45, 20, 1, 0.01, 0, 0.00
135119, 194, 50, 145, 46, -4446, 0.95, 137, 1.46, 156, 1, 0.01, 1, 0.01
135120, 194, 50, 145, 46, -4478, 0.95, 151, 1.46, 92, 1, 0.01, 1, 0.01
135121, 194, 50, 145, 46, -4480, 0.95, 151, 1.46, 92, 0, 0.00, 1, 0.01
135122, 194, 50, 145, 46, -4503, 0.95, 151, 1.46, 96, 0, 0.00, 1, 0.01
135123, 194, 50, 145, 46, -4501, 0.95, 135, 1.46, 98, 0, 0.00, 1, 0.01
135124, 194, 50, 145, 46, -4504, 0.95, 135, 1.46, 98, 0, 0.00, 1, 0.01
135125, 195, 64, 145, 46, -4507, 0.95, 112, 1.46, 98, 0, 0.00, 1, 0.01
135126, 195, 64, 145, 46, -4499, 0.95, 135, 1.46, 98, 0, 0.00, 1, 0.01
135127, 195, 64, 145, 46, -4488, 0.95, 136, 1.46, 98, 0, 0.00, 1, 0.01
135128, 195, 64, 145, 46, -4488, 0.95, 136, 1.46, 98, 0, 0.00, 0, 0.00
135129, 195, 64, 145, 46, -4490, 0.95, 136, 1.46, 98, 0, 0.00, 0, 0.00
135130, 195, 64, 145, 46, -4492, 0.95, 116, 1.46, 125, 0, 0.00, 0, 0.00
135131, 195, 64, 145, 46, -4510, 0.95, 155, 1.46, 93, 0, 0.00, 0, 0.00
135132, 195, 64, 145, 46, -4506, 0.95, 155, 1.46, 74, 0, 0.00, 0, 0.00
135133, 195, 64, 145, 46, -4511, 0.95, 155, 1.46, 74, 0, 0.00, 0, 0.00
135134, 195, 64, 145, 46, -4511, 0.95, 155, 1.46, 74, 0, 0.00, 0, 0.00
135135, 195, 64, 145, 46, -4513, 0.95, 139, 1.46, 74, 0, 0.00, 0, 0.00
135136, 195, 64, 145, 46, -4513, 0.95, 139, 1.46, 74, 0, 0.00, 0, 0.00
135137, 195, 64, 145, 46, -4515, 0.95, 137, 1.46, 74, 0, 0.00, 0, 0.00
135138, 195, 64, 145, 46, -4511, 0.95, 137, 1.46, 74, 0, 0.00, 0, 0.00
135139, 195, 64, 145, 46, -4511, 0.95, 137, 1.46, 74, 0, 0.00, 0, 0.00
135140, 195, 64, 145, 46, -4512, 0.95, 137, 1.46, 74, 0, 0.00, 0, 0.00
135141, 195, 64, 145, 46, -4524, 0.95, 138, 1.46, 74, 0, 0.00, 0, 0.00
135142, 195, 64, 145, 46, -4533, 0.95, 138, 1.46, 74, 0, 0.00, 0, 0.00
135143, 195, 64, 145, 46, -4527, 0.95, 138, 1.46, 74, 0, 0.00, 0, 0.00
135144, 195, 64, 145, 46, -4516, 0.95, 138, 1.46, 77, 0, 0.00, 0, 0.00
135145, 195, 64, 145, 46, -4517, 0.95, 138, 1.46, 77, 0, 0.00, 0, 0.00
135146, 195, 64, 145, 46, -4517, 0.95, 138, 1.46, 77, 0, 0.00, 0, 0.00
135147, 195, 64, 145, 46, -4528, 0.95, 138, 1.46, 77, 0, 0.00, 0, 0.00
135148, 195, 64, 145, 46, -4520, 0.95, 138, 1.46, 77, 0, 0.00, 0, 0.00
135149, 195, 64, 145, 46, -4514, 0.95, 116, 1.46, 106, 0, 0.00, 0, 0.00
135150, 195, 64, 145, 46, -4520, 0.95, 116, 1.46, 106, 0, 0.00, 0, 0.00
135151, 195, 64, 145, 46, -4520, 0.95, 137, 1.46, 106, 0, 0.00, 0, 0.00
135152, 195, 64, 145, 46, -4535, 0.95, 155, 1.46, 92, 0, 0.00, 0, 0.00
135153, 195, 64, 145, 46, -4535, 0.95, 156, 1.46, 92, 0, 0.00, 0, 0.00
135154, 195, 64, 145, 46, -4534, 0.95, 140, 1.46, 92, 0, 0.00, 0, 0.00
135155, 193, 93, 145, 46, -4511, 0.95, 116, 1.46, 106, 0, 0.00, 0, 0.00
135156, 183, 94, 145, 46, -4510, 0.95, 116, 1.46, 106, 0, 0.00, 0, 0.00
135157, 183, 94, 145, 46, -4467, 0.95, 116, 1.46, 107, 0, 0.00, 0, 0.00
135158, 183, 94, 145, 46, -4451, 0.95, 11, 1.45, 62, 0, 0.00, 1, 0.01
135159, 183, 94, 145, 46, -4447, 0.95, 9, 1.45, 53, 0, 0.00, 1, 0.01
135200, 183, 91, 145, 46, -4313, 0.96, 147, 1.45, 86, 1, 0.01, 1, 0.01
135201, 183, 91, 145, 46, -4313, 0.96, 147, 1.45, 86, 1, 0.01, 1, 0.01
135202, 183, 91, 145, 46, -4312, 0.96, 147, 1.45, 86, 1, 0.01, 1, 0.01
135203, 183, 91, 145, 46, -4310, 0.96, 147, 1.45, 89, 1, 0.01, 1, 0.01
135204, 183, 91, 125, 97, -4312, 0.96, 147, 1.45, 101, 1, 0.01, 1, 0.01
135205, 179, 95, 110, 97, -4354, 0.96, 147, 1.45, 55, 1, 0.01, 1, 0.01
135206, 174, 95, 68, 95, -4349, 0.96, 188, 1.45, 55, 1, 0.01, 1, 0.01
135207, 154, 94, 68, 95, -4348, 0.96, 188, 1.45, 42, 1, 0.01, 0, 0.00
135208, 154, 94, 68, 95, -4313, 0.96, 149, 1.45, 89, 1, 0.01, 0, 0.00
135209, 154, 94, 68, 95, -4139, 0.96, 149, 1.45, 103, 0, 0.00, 0, 0.00
135210, 154, 94, 68, 95, -4539, 0.96, 126, 1.45, 103, 0, 0.00, 0, 0.00
135211, 154, 94, 68, 95, -4555, 0.96, 147, 1.45, 89, 0, 0.00, 0, 0.00
135212, 154, 94, 68, 95, -4386, 0.96, 147, 1.45, 103, 0, 0.00, 0, 0.00
135213, 154, 94, 68, 95, -4387, 0.96, 147, 1.45, 103, 0, 0.00, 0, 0.00
135214, 154, 94, 68, 95, -4383, 0.96, 147, 1.45, 103, 0, 0.00, 0, 0.00
135215, 154, 94, 68, 95, -4390, 0.96, 147, 1.45, 103, 0, 0.00, 0, 0.00
135216, 154, 94, 68, 95, -4389, 0.96, 147, 1.45, 103, 0, 0.00, 0, 0.00
135217, 154, 94, 68, 95, -4388, 0.96, 147, 1.45, 103, 0, 0.00, 0, 0.00
